,nest,year,species,field.hab,nest.veg,lat,long,visit,initiation,robel.found,robel.found.date,robel.fate,robel.fate.date,FirstFound,LastPresent,LastChecked,Fate,Freq
1291,A104,2017,BWTE,grass,grass,48.77491,-102.69832,t,134,7.3,141,9.5,149,141,141,149,1,1
1292,A105,2017,BWTE,grass,grass,48.77634,-102.6973,t,135,6.5,141,9,149,141,141,149,1,1
1293,A106,2017,BWTE,grass,grass,48.77658,-102.6955,t,139,9.3,141,23.8,169,141,161,169,1,1
1294,A107,2017,BWTE,grass,grass,48.77447,-102.69396,t,130,11.3,141,15.8,169,141,161,169,1,1
1295,A108,2017,BWTE,grass,grass,48.77541,-102.6886,t,133,6.8,141,13,175,141,170,170,0,1
1296,A109,2017,MALL,hay,grass,48.32771,-102.15157,t,131,13.5,142,10.5,169,142,163,169,1,1
1297,A11,2017,MALL,grass,grass,48.32149,-102.15799,t,113,9.3,123,7.3,133,123,128,133,1,1
1298,A110,2017,MALL,grass,grass,48.32766,-102.15574,t,126,13.8,142,13,169,142,163,163,0,1
1299,A111,2017,MALL,grass,grass,48.32751,-102.15846,t,136,12.5,142,14.5,163,142,157,163,1,1
1300,A112,2017,AMWI,grass,grass,48.32798,-102.15511,t,133,13,142,17.8,170,142,165,165,0,1
1301,A113,2017,NSHO,grass,grass,48.32856,-102.14954,t,133,8,142,8.8,163,142,157,163,1,1
1302,A114,2017,MALL,grass,grass,48.32849,-102.15495,t,136,11.5,142,15.8,174,142,170,170,0,1
1303,A115,2017,NSHO,grass,grass,48.32884,-102.15752,t,131,11.8,142,15.5,169,142,164,164,0,1
1304,A116,2017,NOPI,grass,grass,48.32898,-102.15347,t,138,14,142,16,169,142,168,168,0,1
1305,A117,2017,AMWI,grass,grass,48.32883,-102.15269,t,136,12.8,142,17,169,142,163,169,1,1
1306,A118,2017,NOPI,grass,grass,48.32872,-102.15228,t,125,12.8,142,10,147,142,142,147,1,1
1307,A119,2017,MALL,grass,grass,48.32927,-102.14963,t,126,13.3,142,16.8,163,142,158,158,0,1
1308,A12,2017,MALL,grass,grass,48.32182,-102.15613,t,115,9.5,123,7.3,143,123,138,143,1,1
1309,A120,2017,AMWI,grass,grass,48.32944,-102.15571,t,131,13,142,16.8,169,142,164,164,0,1
1310,A121,2017,MALL,grass,grass,48.32935,-102.15908,t,129,12,142,13.5,163,142,157,163,1,1
1311,A122,2017,GADW,grass,grass,48.32966,-102.15486,t,132,11.3,142,15.5,174,142,170,170,0,1
1312,A123,2017,MALL,grass,grass,48.32986,-102.15499,t,134,11.8,142,12.3,157,142,152,157,1,1
1313,A124,2017,NSHO,grass,grass,48.32964,-102.15246,t,126,9.8,142,12,163,142,158,158,0,1
1314,A125,2017,NOPI,grass,grass,48.32968,-102.15229,t,129,12.3,142,15.8,163,142,158,158,0,1
1315,A126,2017,MALL,grass,grass,48.32966,-102.15078,t,124,12.3,142,12.8,163,142,161,161,0,1
1316,A127,2017,NOPI,grass,grass,48.32988,-102.15063,t,126,12.8,142,16,157,142,152,157,1,1
1317,A128,2017,AMWI,grass,grass,48.32986,-102.14938,t,132,10.8,142,15.8,169,142,165,165,0,1
1318,A129,2017,MALL,grass,grass,48.33023,-102.15018,t,128,12.5,142,12.8,163,142,159,159,0,1
1319,A13,2017,MALL,grass,grass,48.3232,-102.15446,t,113,9.3,123,7.5,147,123,147,147,0,1
1320,A130,2017,MALL,grass,grass,48.33034,-102.15177,t,136,13,142,15.8,174,142,170,170,0,1
1321,A131,2017,MALL,grass,grass,48.33011,-102.15536,t,128,12.8,142,14.5,163,142,158,158,0,1
1322,A132,2017,NSHO,grass,grass,48.34048,-102.20993,t,127,8.3,142,8.3,148,142,142,148,1,1
1323,A134,2017,NSHO,grass,grass,48.36999,-102.24986,t,137,8.8,143,3.5,148,143,143,148,1,1
1324,A135,2017,BWTE,grass,grass,48.37199,-102.24499,t,135,7.3,143,6.5,153,143,148,153,1,1
1325,A136,2017,BWTE,grass,grass,48.45911,-102.38646,t,134,8,143,9,172,143,166,172,1,1
1326,A137,2017,BWTE,grass,grass,48.45909,-102.39826,t,132,8,143,6.5,154,143,149,154,1,1
1327,A138,2017,NSHO,grass,grass,48.45932,-102.39845,t,134,7,143,7.8,161,143,154,161,1,1
1328,A139,2017,MALL,grass,grass,48.45858,-102.39894,t,132,9.3,143,10.8,166,143,165,165,0,1
1329,A14,2017,MALL,grass,grass,48.32253,-102.15153,t,114,6.3,123,6.5,133,123,128,133,1,1
1330,A140,2017,MALL,grass,grass,48.45765,-102.39608,t,130,9.5,143,11.5,166,143,163,163,0,1
1331,A141,2017,NOPI,grass,grass,48.45868,-102.40125,t,138,8.5,143,4.8,149,143,143,149,1,1
1332,A142,2017,NOPI,grass,grass,48.45907,-102.4015,t,132,8.8,143,6.3,149,143,143,149,1,1
1333,A143,2017,BWTE,grass,grass,48.45809,-102.38645,t,130,5,143,8,166,143,162,162,0,1
1334,A144,2017,NSHO,grass,grass,48.45797,-102.38647,t,131,7.5,143,7.3,166,143,166,166,0,1
1335,A145,2017,BWTE,grass,grass,48.25912,-102.25279,t,139,13.3,143,13.8,158,143,153,158,1,1
1336,A146,2017,MALL,grass,grass,48.3232,-102.15867,t,134,11.5,143,14.8,163,143,157,163,1,1
1337,A147,2017,NSHO,grass,grass,48.04377,-101.79822,t,133,7,143,6,167,143,165,165,0,1
1338,A148,2017,MALL,grass,grass,48.47502,-102.35482,t,134,8,144,5,149,144,144,149,1,1
1339,A149,2017,BWTE,grass,grass,48.47601,-102.35767,t,135,5.3,144,4.8,167,144,161,167,1,1
1340,A15,2017,MALL,grass,grass,48.37027,-102.24998,t,109,9.5,124,11,135,124,130,135,1,1
1341,A150,2017,BWTE,grass,grass,48.48086,-102.35702,t,132,7.3,144,1.5,149,144,144,149,1,1
1342,A151,2017,MALL,grass,grass,48.47897,-102.35819,t,135,13,144,14.5,172,144,168,168,0,1
1343,A152,2017,NSHO,grass,grass,48.481,-102.35899,t,133,9.3,144,8.8,161,144,159,159,0,1
1344,A153,2017,NSHO,grass,grass,48.48544,-102.35533,t,134,10,144,10.3,167,144,161,167,1,1
1345,A154,2017,NSHO,grass,grass,48.48764,-102.35691,t,132,7.3,144,7.8,161,144,154,161,1,1
1346,A155,2017,MALL,grass,grass,48.48283,-102.16022,t,131,8.8,145,12.5,167,145,161,167,1,1
1347,A156,2017,BWTE,grass,grass,48.48482,-102.16087,t,143,6.3,145,3.8,156,145,151,156,1,1
1348,A157,2017,BWTE,grass,grass,48.48355,-102.16307,t,135,7,145,5.8,161,145,156,161,1,1
1349,A159,2017,BWTE,grass,grass,48.48396,-102.16638,t,135,9,145,8,151,145,145,151,1,1
1350,A16,2017,MALL,grass,grass,48.36734,-102.24715,t,105,12.3,124,9.3,148,124,144,144,0,1
1351,A160,2017,BWTE,grass,grass,48.48294,-102.16649,t,138,5.5,145,6.5,174,145,171,171,0,1
1352,A162,2017,BWTE,grass,grass,48.50198,-102.15856,t,120,9.3,145,10,151,145,145,151,1,1
1353,A163,2017,BWTE,grass,grass,48.49955,-102.16058,t,134,6.8,145,7,161,145,156,161,1,1
1354,A164,2017,BWTE,grass,grass,48.49853,-102.15831,t,134,8,145,7.8,151,145,145,151,1,1
1355,A165,2017,BWTE,grass,grass,48.49737,-102.16151,t,136,10,145,11.8,174,145,168,168,0,1
1356,A166,2017,MALL,grass,grass,48.33088,-102.14999,t,125,15,147,14,163,147,158,158,0,1
1357,A167,2017,NOPI,grass,grass,48.33084,-102.15075,t,142,16.3,147,19.8,181,147,177,177,0,1
1358,A168,2017,NSHO,grass,grass,48.33079,-102.15112,t,137,13.5,147,14.8,175,147,174,174,0,1
1359,A169,2017,MALL,grass,grass,48.33055,-102.15124,t,136,11.5,147,12,163,147,157,163,1,1
1360,A17,2017,MALL,grass,grass,48.32781,-102.15446,t,113,7.5,125,5.5,130,125,125,130,1,1
1361,A170,2017,MALL,grass,grass,48.33077,-102.15175,t,143,8.5,147,10.5,163,147,157,163,1,1
1362,A172,2017,MALL,grass,grass,48.33086,-102.15469,t,123,12.8,147,14,157,147,155,155,0,1
1363,A173,2017,GADW,grass,grass,48.33046,-102.15842,t,139,12.8,147,13,175,147,175,175,0,1
1364,A174,2017,BWTE,grass,grass,48.33073,-102.15884,t,145,15.3,147,14.5,157,147,152,157,1,1
1365,A175,2017,MALL,grass,grass,48.3307,-102.15917,t,143,11.5,147,13.3,157,147,152,157,1,1
1366,A176,2017,BWTE,grass,grass,48.33054,-102.15898,t,136,11.5,147,13.5,170,147,166,166,0,1
1367,A177,2017,NSHO,grass,grass,48.33102,-102.15497,t,129,10,147,11.8,163,147,158,158,0,1
1368,A178,2017,NOPI,grass,grass,48.33109,-102.15417,t,129,14.5,147,14.8,170,147,166,166,0,1
1369,A179,2017,NSHO,grass,grass,48.33119,-102.14967,t,145,17.5,147,18.3,170,147,163,170,1,1
1370,A18,2017,MALL,grass,grass,48.3278,-102.15656,t,121,8.5,125,11.3,142,125,137,142,1,1
1371,A180,2017,NSHO,grass,grass,48.3319,-102.1505,t,140,14,147,18.8,163,147,157,163,1,1
1372,A181,2017,NSHO,grass,grass,48.33175,-102.15456,t,138,10.3,147,9.8,175,147,171,171,0,1
1373,A182,2017,MALL,grass,grass,48.33181,-102.15502,t,143,8.3,147,12.3,163,147,157,163,1,1
1374,A183,2017,MALL,grass,grass,48.33149,-102.15878,t,143,12.8,147,15.5,181,147,175,175,0,1
1375,A184,2017,BWTE,grass,grass,48.33215,-102.16002,t,137,9.5,147,9,175,147,172,172,0,1
1376,A186,2017,NSHO,grass,grass,48.33244,-102.1571,t,132,7.5,147,7.3,163,147,163,163,0,1
1377,A187,2017,NSHO,grass,grass,48.33329,-102.15311,t,129,10.8,147,13.3,170,147,164,164,0,1
1378,A188,2017,MALL,grass,low.shrub,48.33332,-102.15993,t,127,20.5,147,16.3,152,147,147,152,1,1
1379,A19,2017,MALL,grass,grass,48.32843,-102.15127,t,112,10.5,125,11.3,137,125,130,137,1,1
1380,A190,2017,MALL,grass,grass,48.33379,-102.15228,t,131,14.5,147,14.8,163,147,158,158,0,1
1381,A191,2017,NOPI,grass,forb,48.33388,-102.15182,t,135,13.3,147,21.3,163,147,157,163,1,1
1382,A192,2017,MALL,grass,grass,48.33409,-102.14977,t,135,12.8,147,9.5,163,147,157,163,1,1
1383,A193,2017,NOPI,grass,grass,48.33396,-102.14928,t,137,9.3,147,7,152,147,147,152,1,1
1384,A194,2017,BWTE,grass,grass,48.33416,-102.15928,t,140,6.5,147,10.8,181,147,176,176,0,1
1385,A195,2017,GADW,grass,grass,48.3234,-102.15562,t,137,8.8,147,9.5,174,147,172,172,0,1
1386,A196,2017,MALL,grass,grass,48.33027,-102.15548,t,140,14.3,147,16.8,174,147,173,173,0,1
1387,A197,2017,MALL,grass,grass,48.32627,-102.15746,t,138,10.5,147,16,169,147,168,168,0,1
1388,A198,2017,NSHO,grass,grass,48.32196,-102.14515,t,140,12.5,148,15.5,158,148,153,158,1,1
1389,A199,2017,NSHO,grass,grass,48.32591,-102.14355,t,137,10.3,148,11.8,175,148,170,170,0,1
1390,A2,2017,MALL,grass,grass,48.32483,-102.15073,t,114,11.3,123,10,138,123,133,138,1,1
1391,A20,2017,MALL,grass,grass,48.32851,-102.15437,t,121,13,125,10.3,130,125,125,130,1,1
1392,A200,2017,MALL,grass,grass,48.32486,-102.14315,t,139,12.5,148,13.5,175,148,170,170,0,1
1393,A202,2017,NSHO,grass,grass,48.32297,-102.14106,t,143,12.5,148,11,170,148,163,170,1,1
1394,A203,2017,MALL,grass,grass,48.32285,-102.1397,t,124,8,148,7.8,153,148,148,153,1,1
1395,A204,2017,BWTE,grass,grass,48.32125,-102.13996,t,131,8.3,148,6,153,148,148,153,1,1
1396,A205,2017,NSHO,grass,grass,48.32067,-102.1448,t,141,10,148,10.8,158,148,153,158,1,1
1397,A206,2017,NSHO,grass,grass,48.26167,-102.24779,t,125,10.3,148,13.5,158,148,153,158,1,1
1398,A207,2017,BWTE,grass,grass,48.26188,-102.24999,t,143,7.3,148,10,158,148,153,158,1,1
1399,A208,2017,GADW,grass,grass,48.262,-102.25211,t,132,13.3,148,14.3,171,148,166,166,0,1
1400,A209,2017,BWTE,grass,grass,48.26191,-102.25238,t,137,11.8,148,17,171,148,170,170,0,1
1401,A21,2017,MALL,grass,grass,48.32889,-102.15006,t,121,9.3,125,13,137,125,130,137,1,1
1402,A210,2017,MALL,grass,grass,48.26145,-102.25098,t,133,13.3,148,14,165,148,164,164,0,1
1403,A211,2017,MALL,grass,grass,48.26143,-102.2502,t,136,10,148,13.5,165,148,158,165,1,1
1404,A212,2017,NOPI,grass,grass,48.26122,-102.24776,t,137,8.8,148,13.5,165,148,158,165,1,1
1405,A213,2017,GADW,grass,grass,48.26114,-102.24899,t,139,12,148,18.5,177,148,171,177,1,1
1406,A214,2017,BWTE,grass,grass,48.26127,-102.2494,t,141,8.3,148,8.8,177,148,172,172,0,1
1407,A215,2017,MALL,grass,grass,48.26034,-102.24633,t,139,18.3,148,12.8,153,148,148,153,1,1
1408,A216,2017,BWTE,grass,grass,48.26054,-102.2521,t,133,14,148,15,158,148,153,158,1,1
1409,A217,2017,GADW,grass,grass,48.25986,-102.25098,t,136,10.5,148,12.5,165,148,158,165,1,1
1410,A218,2017,MALL,grass,grass,48.25966,-102.25139,t,134,13,148,15,158,148,153,158,1,1
1411,A219,2017,AMWI,grass,grass,48.25922,-102.24657,t,139,9.3,148,11.3,177,148,173,173,0,1
1412,A220,2017,MALL,grass,grass,48.2589,-102.24685,t,136,8.3,148,9.3,171,148,167,167,0,1
1413,A221,2017,MALL,grass,grass,48.25888,-102.25235,t,133,9.5,148,11.5,153,148,148,153,1,1
1414,A222,2017,GADW,grass,grass,48.25907,-102.25372,t,140,8.5,148,11,177,148,173,173,0,1
1415,A223,2017,BWTE,grass,grass,48.25896,-102.25594,t,139,6,148,8.3,177,148,173,173,0,1
1416,A224,2017,BWTE,grass,grass,48.25832,-102.24907,t,134,6.5,149,6.5,177,149,172,177,1,1
1417,A225,2017,MALL,grass,grass,48.25731,-102.24686,t,141,14.3,149,18,172,149,171,171,0,1
1418,A226,2017,BWTE,grass,grass,48.25671,-102.24871,t,138,9.3,149,10.3,172,149,171,171,0,1
1419,A227,2017,BWTE,grass,grass,48.25647,-102.24796,t,128,12.3,149,10.5,165,149,161,161,0,1
1420,A228,2017,BWTE,grass,grass,48.25502,-102.24648,t,139,10.5,149,14,172,149,171,171,0,1
1421,A229,2017,BWTE,grass,grass,48.25689,-102.25413,t,140,10,149,12,177,149,174,174,0,1
1422,A23,2017,MALL,grass,grass,48.32943,-102.15057,t,123,8.5,125,9,130,125,125,130,1,1
1423,A230,2017,BWTE,grass,grass,48.23315,-102.55154,t,131,5.8,149,6.8,166,149,160,166,1,1
1424,A231,2017,BWTE,grass,grass,48.23524,-102.5508,t,136,7,149,10.8,171,149,168,168,0,1
1425,A232,2017,MALL,grass,grass,48.23723,-102.54887,t,139,8,149,8,154,149,149,154,1,1
1426,A235,2017,BWTE,grass,forb,47.88336,-101.59335,t,143,10.5,150,14.5,167,150,162,167,1,1
1427,A237,2017,BWTE,grass,grass,47.881,-101.59087,t,139,6,150,10.3,178,150,174,174,0,1
1428,A238,2017,BWTE,grass,grass,47.88041,-101.58311,t,143,5.5,150,5.3,162,150,157,162,1,1
1429,A239,2017,BWTE,grass,grass,47.87995,-101.58617,t,138,7.3,150,5.8,173,150,167,173,1,1
1430,A24,2017,MALL,grass,grass,48.32933,-102.15118,t,123,8.5,125,9.5,137,125,130,137,1,1
1431,A240,2017,BWTE,grass,grass,47.8775,-101.5864,t,143,6.3,150,7.5,157,150,150,157,1,1
1432,A242,2017,BWTE,grass,grass,47.87754,-101.59172,t,136,5.8,150,3.3,173,150,169,169,0,1
1433,A244,2017,BWTE,grass,grass,48.2477,-101.85609,t,149,9.8,151,11,167,151,162,167,1,1
1434,A245,2017,BWTE,grass,grass,48.24894,-101.85574,t,144,7,151,9.5,157,151,151,157,1,1
1435,A248,2017,BWTE,grass,grass,48.25063,-101.85496,t,142,10.3,151,12.5,167,151,162,167,1,1
1436,A249,2017,BWTE,grass,grass,48.24698,-101.85302,t,143,8.3,151,6.5,167,151,162,167,1,1
1437,A25,2017,MALL,grass,grass,48.32935,-102.15366,t,121,10.8,125,9.5,130,125,125,130,1,1
1438,A250,2017,BWTE,grass,grass,48.24903,-101.8518,t,135,9.3,151,12,172,151,168,168,0,1
1439,A251,2017,BWTE,grass,grass,48.26221,-101.85545,t,140,17.3,151,20.3,179,151,175,175,0,1
1440,A252,2017,NSHO,grass,grass,48.26445,-101.85365,t,142,9.3,151,9.8,167,151,162,167,1,1
1441,A253,2017,BWTE,grass,grass,48.2643,-101.85514,t,148,3.8,151,2.8,179,151,174,179,1,1
1442,A255,2017,MALL,grass,grass,48.2655,-101.85026,t,138,14.8,151,18.5,167,151,162,167,1,1
1443,A256,2017,BWTE,grass,grass,48.26561,-101.8494,t,143,8.3,151,8.5,157,151,151,157,1,1
1444,A257,2017,MALL,grass,grass,48.26403,-101.85003,t,144,15,151,14.8,162,151,157,162,1,1
1445,A258,2017,BWTE,grass,grass,48.26485,-101.8515,t,137,13.3,151,13.8,157,151,151,157,1,1
1446,A259,2017,BWTE,grass,grass,48.26379,-101.85195,t,142,10.8,151,10.5,162,151,157,162,1,1
1447,A26,2017,MALL,grass,grass,48.32939,-102.15605,t,112,9.8,125,10.5,142,125,137,142,1,1
1448,A261,2017,MALL,grass,grass,47.88453,-101.59046,t,141,13,150,13.3,157,150,150,157,1,1
1449,A262,2017,BWTE,grass,grass,48.26511,-101.85457,t,150,7.8,152,7.3,162,152,157,162,1,1
1450,A263,2017,BWTE,grass,grass,48.26669,-101.84799,t,142,9,152,10,162,152,157,162,1,1
1451,A264,2017,BWTE,grass,grass,48.26735,-101.85435,t,143,9.5,152,11.3,179,152,175,175,0,1
1452,A265,2017,NSHO,grass,grass,48.2672,-101.8562,t,130,8,152,6,174,152,168,168,0,1
1453,A266,2017,BWTE,grass,grass,48.26807,-101.85071,t,146,7.8,152,7.5,167,152,162,167,1,1
1454,A267,2017,MALL,grass,grass,48.15608,-102.10572,t,143,14,152,15.8,169,152,163,169,1,1
1455,A268,2017,MALL,grass,grass,48.15821,-102.10409,t,142,14.8,152,13,163,152,158,163,1,1
1456,A269,2017,MALL,grass,grass,48.15898,-102.10391,t,143,14.8,152,11,175,152,175,175,0,1
1457,A270,2017,MALL,grass,grass,48.15881,-102.10347,t,138,14.3,152,12,175,152,170,170,0,1
1458,A271,2017,NSHO,grass,grass,48.15657,-102.10361,t,141,9,152,5.8,163,152,158,163,1,1
1459,A272,2017,NSHO,grass,grass,48.15841,-102.10218,t,135,8.8,152,8.5,175,152,171,171,0,1
1460,A273,2017,NSHO,grass,grass,48.32948,-102.15491,t,137,11.8,152,12.8,174,152,170,170,0,1
1461,A274,2017,GADW,grass,grass,48.32785,-102.1552,t,138,14.5,152,14.5,174,152,169,174,1,1
1462,A276,2017,BWTE,grass,grass,48.15775,-102.13724,t,140,5,153,4.3,175,153,172,172,0,1
1463,A277,2017,NSHO,grass,grass,48.15763,-102.13744,t,129,5.3,153,5.3,163,153,162,162,0,1
1464,A280,2017,BWTE,grass,forb,48.15625,-102.12912,t,145,13.8,153,14.8,181,153,175,181,1,1
1465,A281,2017,BWTE,grass,grass,48.26113,-102.2492,t,126,6.5,153,7.8,165,153,159,159,0,1
1466,A282,2017,MALL,grass,forb,48.32195,-102.14935,t,123,10,153,9.3,158,153,155,155,0,1
1467,A283,2017,NOPI,grass,forb,48.32193,-102.14928,t,145,10,153,12.8,169,153,163,169,1,1
1468,A284,2017,AMWI,grass,forb,48.32194,-102.14915,t,145,16.3,153,24.3,169,153,163,169,1,1
1469,A285,2017,NSHO,grass,forb,48.32197,-102.1491,t,142,14.3,153,15.3,175,153,169,175,1,1
1470,A286,2017,MALL,grass,grass,48.09641,-102.39793,t,147,19.5,154,20.3,177,154,176,176,0,1
1471,A287,2017,BWTE,grass,forb,48.09679,-102.39896,t,145,17.3,154,20.3,177,154,177,177,0,1
1472,A288,2017,BWTE,grass,grass,48.0961,-102.39951,t,139,13.5,154,17.3,171,154,167,167,0,1
1473,A289,2017,BWTE,grass,grass,48.10048,-102.3998,t,141,9.3,154,10.5,183,154,178,178,0,1
1474,A29,2017,MALL,grass,grass,48.32976,-102.14993,t,118,10.5,125,10.3,157,125,153,153,0,1
1475,A290,2017,NOPI,grass,grass,48.10228,-102.40071,t,138,13.5,154,17.3,171,154,170,170,0,1
1476,A291,2017,NSHO,grass,low.shrub,48.10215,-102.40109,t,137,25.8,154,28.8,166,154,160,166,1,1
1477,A292,2017,MALL,grass,grass,48.09694,-102.40092,t,134,11.8,154,14,171,154,167,167,0,1
1478,A293,2017,AMWI,grass,low.shrub,48.09992,-102.40619,t,145,15.5,154,17.8,166,154,160,166,1,1
1479,A294,2017,BWTE,grass,grass,48.09598,-102.40672,t,135,11,154,11,171,154,167,167,0,1
1480,A295,2017,BWTE,grass,grass,48.09914,-102.40543,t,138,6,154,8.5,166,154,160,166,1,1
1481,A296,2017,BWTE,grass,grass,48.09673,-102.40311,t,139,6.3,154,6.8,166,154,160,166,1,1
1482,A297,2017,BWTE,grass,grass,48.09897,-102.40337,t,137,7,154,8.5,166,154,160,166,1,1
1483,A298,2017,BWTE,grass,short.wet,48.05198,-101.80042,t,150,10.3,156,12,167,156,162,167,1,1
1484,A299,2017,BWTE,grass,grass,48.0506,-101.8037,t,127,7,156,8,167,156,163,163,0,1
1485,A3,2017,MALL,grass,grass,48.3263,-102.15212,t,115,13.8,123,6.8,128,123,123,128,1,1
1486,A30,2017,NOPI,grass,grass,48.33077,-102.15993,t,120,11.5,125,6.5,130,125,125,130,1,1
1487,A300,2017,NSHO,grass,grass,48.04915,-101.80004,t,137,10,156,10.5,172,156,167,172,1,1
1488,A301,2017,BWTE,grass,grass,48.05205,-101.80859,t,142,12.5,156,10.5,172,156,172,172,0,1
1489,A302,2017,BWTE,grass,grass,48.0466,-101.80475,t,146,6.3,156,4.8,178,156,172,178,1,1
1490,A303,2017,NSHO,grass,grass,48.04703,-101.80996,t,149,9.3,156,9.3,178,156,172,178,1,1
1491,A304,2017,NSHO,grass,grass,48.0467,-101.80928,t,148,8.3,156,8,183,156,179,179,0,1
1492,A305,2017,MALL,grass,low.shrub,48.04356,-101.80524,t,139,24,156,24.5,167,156,162,167,1,1
1493,A306,2017,NSHO,grass,grass,48.04038,-101.80621,t,134,7.8,156,8.8,172,156,167,172,1,1
1494,A307,2017,NOPI,grass,grass,48.0406,-101.80363,t,135,3.3,156,3.5,162,156,156,162,1,1
1495,A308,2017,NSHO,grass,grass,48.04036,-101.79936,t,141,9.8,156,10.3,167,156,162,167,1,1
1496,A309,2017,BWTE,grass,grass,48.04074,-101.80099,t,153,7.5,156,6.3,172,156,167,172,1,1
1497,A31,2017,MALL,grass,grass,48.45905,-102.39055,t,102,16.8,125,8.3,137,125,137,137,0,1
1498,A310,2017,GADW,grass,grass,48.04098,-101.80458,t,147,13,156,14.3,183,156,181,181,0,1
1499,A311,2017,BWTE,grass,grass,48.04142,-101.80176,t,136,7,156,6.5,162,156,156,162,1,1
1500,A312,2017,GADW,grass,grass,48.04277,-101.79742,t,147,13.5,156,12.8,162,156,156,162,1,1
1501,A313,2017,NOPI,grass,low.shrub,48.04478,-101.80212,t,141,12,156,15.5,167,156,162,167,1,1
1502,A314,2017,AMWI,grass,low.shrub,48.04503,-101.80161,t,130,20,156,19,172,156,168,168,0,1
1503,A315,2017,NOPI,grass,grass,48.04499,-101.80167,t,151,7,156,7.5,183,156,183,183,0,1
1504,A316,2017,LESC,grass,grass,48.04462,-101.79649,t,145,7.8,156,8.3,183,156,181,181,0,1
1505,A317,2017,NOPI,grass,grass,48.32803,-102.15017,t,144,18.5,157,20.3,179,157,176,176,0,1
1506,A318,2017,MALL,grass,grass,48.32804,-102.15007,t,151,11.3,157,18.5,169,157,163,169,1,1
1507,A319,2017,GADW,grass,grass,48.32779,-102.15054,t,142,16,157,14.8,174,157,173,173,0,1
1508,A32,2017,MALL,grass,grass,48.45915,-102.39567,t,122,16,125,8.8,142,125,137,142,1,1
1509,A320,2017,GADW,grass,grass,48.32769,-102.1522,t,136,11,157,8,174,157,174,174,0,1
1510,A321,2017,MALL,grass,grass,48.32785,-102.15226,t,132,10.8,157,13,169,157,164,164,0,1
1511,A322,2017,GADW,grass,grass,48.32799,-102.15269,t,148,12.3,157,11,184,157,181,181,0,1
1512,A323,2017,GADW,grass,grass,48.32784,-102.15424,t,151,13.3,157,13.8,184,157,179,184,1,1
1513,A324,2017,MALL,grass,grass,48.32779,-102.15436,t,141,14.5,157,16.5,169,157,163,169,1,1
1514,A325,2017,AMWI,grass,grass,48.32779,-102.15522,t,149,16.8,157,19.3,163,157,157,163,1,1
1515,A326,2017,MALL,grass,grass,48.32784,-102.15532,t,131,17.5,157,18.3,163,157,162,162,0,1
1516,A327,2017,NSHO,grass,grass,48.32754,-102.15972,t,153,11.3,157,9,189,157,184,184,0,1
1517,A328,2017,MALL,grass,grass,48.3279,-102.15698,t,144,16,157,16.5,163,157,157,163,1,1
1518,A329,2017,GADW,grass,grass,48.32849,-102.15006,t,145,15,157,17.3,184,157,180,180,0,1
1519,A33,2017,MALL,grass,grass,48.45731,-102.39439,t,117,11.3,125,9,130,125,125,130,1,1
1520,A330,2017,GADW,grass,grass,48.32855,-102.15178,t,146,11.3,157,12.5,184,157,182,182,0,1
1521,A331,2017,MALL,grass,grass,48.32859,-102.15206,t,148,16.5,157,15,169,157,163,169,1,1
1522,A332,2017,BWTE,grass,grass,48.3283,-102.15394,t,150,10.3,157,8.3,174,157,169,174,1,1
1523,A333,2017,NOPI,grass,grass,48.32867,-102.15421,t,142,18.3,157,15,163,157,157,163,1,1
1524,A334,2017,GADW,grass,grass,48.32849,-102.15454,t,147,12,157,18,184,157,182,182,0,1
1525,A335,2017,GADW,grass,grass,48.32848,-102.15458,t,145,16.5,157,17,179,157,174,179,1,1
1526,A336,2017,GADW,grass,grass,48.32855,-102.15527,t,144,17,157,19.8,184,157,179,179,0,1
1527,A337,2017,MALL,grass,grass,48.32822,-102.15522,t,146,17.3,157,20,184,157,181,181,0,1
1528,A338,2017,MALL,grass,grass,48.3285,-102.15651,t,139,12,157,14,174,157,172,172,0,1
1529,A339,2017,MALL,grass,grass,48.3283,-102.15705,t,147,21,157,19,179,157,175,175,0,1
1530,A34,2017,MALL,grass,grass,48.45876,-102.4005,t,119,17.3,125,8,149,125,148,148,0,1
1531,A340,2017,NSHO,grass,grass,48.32871,-102.15775,t,144,11,157,14.5,179,157,176,176,0,1
1532,A341,2017,GADW,grass,grass,48.3288,-102.15662,t,137,13.3,157,15,169,157,163,169,1,1
1533,A342,2017,GADW,grass,grass,48.32867,-102.15641,t,141,10.5,157,13.5,179,157,175,175,0,1
1534,A343,2017,MALL,grass,grass,48.32899,-102.15616,t,149,13.8,157,14.5,184,157,180,180,0,1
1535,A344,2017,GADW,grass,grass,48.32899,-102.15523,t,146,16,157,14.8,184,157,181,181,0,1
1536,A345,2017,MALL,grass,grass,48.32899,-102.15385,t,140,18.3,157,19.5,174,157,173,173,0,1
1537,A346,2017,AMWI,grass,forb,48.32893,-102.15393,t,148,19,157,21.5,169,157,163,169,1,1
1538,A347,2017,NOPI,grass,grass,48.32906,-102.15274,t,141,20,157,21,163,157,157,163,1,1
1539,A349,2017,GADW,grass,grass,48.32866,-102.15126,t,141,17.5,157,14.8,184,157,179,179,0,1
1540,A35,2017,MALL,grass,grass,48.45882,-102.40059,t,115,16,125,7.8,149,125,142,149,1,1
